# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Thu Jan  9 21:25:33 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.11, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 7.41497 9.8678035736 2.6257268121    9.865  4.339  3.8171  1.314    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.076 -6.169 -5.965 -6.514
0.0152 0.01508 7.41497 9.8680248260 2.6257270515    9.865  4.341  3.8227  1.334    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.082 -6.175 -5.984 -6.503
0.0152 0.01508 7.41497 9.8681907654 2.6257272310    9.865  4.342  3.8278  1.353    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.085 -6.179 -5.999 -6.491
0.0152 0.01508 7.41497 9.8683366776 2.6257273888    9.866  4.343  3.8328  1.372    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.088 -6.181 -6.011 -6.478
0.0152 0.01508 7.41497 9.8684749603 2.6257275383    9.866  4.344  3.8376  1.391    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.090 -6.182 -6.023 -6.465
0.0152 0.01508 7.41497 9.8686113358 2.6257276858    9.866  4.345  3.8425  1.410    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.091 -6.183 -6.033 -6.451
0.0152 0.01508 7.41497 9.8687496185 2.6257278354    9.866  4.345  3.8473  1.428    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.093 -6.183 -6.043 -6.437
0.0152 0.01508 7.41497 9.8688898087 2.6257279870    9.866  4.346  3.8522  1.447    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.095 -6.182 -6.051 -6.423
0.0152 0.01508 7.41497 9.8690357208 2.6257281448    9.866  4.346  3.8570  1.466    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.096 -6.182 -6.059 -6.408
0.0152 0.01508 7.41497 9.8691883087 2.6257283098    9.867  4.347  3.8619  1.485    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.097 -6.180 -6.066 -6.394
0.0152 0.01508 7.41497 9.8693885803 2.6257285264    9.867  4.347  3.8679  1.509    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.098 -6.177 -6.072 -6.374
0.0152 0.01508 7.41497 9.8695602417 2.6257287120    9.867  4.348  3.8728  1.528    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.099 -6.173 -6.076 -6.359
0.0152 0.01508 7.41497 9.8697423935 2.6257289090    9.867  4.348  3.8778  1.547    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.100 -6.169 -6.079 -6.343
0.0152 0.01508 7.41497 9.8699369431 2.6257291193    9.867  4.348  3.8827  1.567    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.101 -6.163 -6.080 -6.326
0.0152 0.01508 7.41497 9.8702011108 2.6257294049    9.868  4.349  3.8887  1.590    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.102 -6.156 -6.081 -6.306
0.0152 0.01508 7.41497 9.8704938889 2.6257297214    9.868  4.349  3.8947  1.614    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.102 -6.147 -6.078 -6.284
0.0152 0.01508 7.41497 9.8707551956 2.6257300039    9.868  4.349  3.8996  1.634    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.102 -6.138 -6.075 -6.267
0.0152 0.01508 7.41497 9.8710470200 2.6257303194    9.868  4.349  3.9045  1.653    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.103 -6.128 -6.069 -6.248
0.0152 0.01508 7.41497 9.8713779449 2.6257306771    9.869  4.349  3.9094  1.673    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.103 -6.117 -6.063 -6.229
0.0152 0.01508 7.41497 9.8717651367 2.6257310955    9.869  4.349  3.9145  1.693    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.103 -6.104 -6.054 -6.210
0.0152 0.01508 7.41497 9.8723573685 2.6257317355    9.870  4.349  3.9209  1.719    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.103 -6.087 -6.042 -6.184
0.0152 0.01508 7.41497 9.8729686737 2.6257323961    9.870  4.349  3.9263  1.740    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.103 -6.071 -6.029 -6.161
0.0152 0.01508 7.41497 9.8740329742 2.6257335458    9.871  4.349  3.9334  1.769    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.104 -6.049 -6.011 -6.132
0.0152 0.01508 7.41497 9.8753404617 2.6257349579    9.873  4.350  3.9398  1.793    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.105 -6.028 -5.994 -6.105
0.0152 0.01508 7.41497 9.8774585724 2.6257372446    9.875  4.351  3.9471  1.821    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.108 -6.004 -5.973 -6.075
0.0152 0.01508 7.41497 9.8808364868 2.6257408890    9.878  4.354  3.9563  1.856    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.115 -5.977 -5.952 -6.037
0.0152 0.01508 7.41497 9.8847551346 2.6257451131    9.882  4.357  3.9657  1.891    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.122 -5.949 -5.929 -6.000
0.0152 0.01508 7.41497 9.8897972107 2.6257505427    9.887  4.360  3.9762  1.930    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.130 -5.914 -5.899 -5.957
0.0152 0.01508 7.41497 9.8954591751 2.6257566322    9.893  4.364  3.9862  1.967    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.139 -5.880 -5.868 -5.916
0.0152 0.01508 7.41497 9.9045019150 2.6257663411    9.902  4.368  3.9973  2.007    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.150 -5.842 -5.834 -5.872
0.0152 0.01508 7.41497 9.9161615372 2.6257788296    9.914  4.373  4.0035  2.028    5  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.161 -5.825 -5.819 -5.851
0.0152 0.01508 7.41497 9.9272241592 2.6257906475    9.925  4.375  3.9980  2.004    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.167 -5.855 -5.847 -5.885
0.0152 0.01508 7.41497 9.9348554611 2.6257987822    9.932  4.376  3.9916  1.978    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.169 -5.886 -5.876 -5.920
0.0152 0.01508 7.41497 9.9408788681 2.6258051928    9.938  4.376  3.9833  1.944    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.170 -5.923 -5.910 -5.962
0.0152 0.01508 7.41497 9.9460468292 2.6258106858    9.944  4.376  3.9748  1.910    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.170 -5.960 -5.944 -6.004
0.0152 0.01508 7.41497 9.9509830475 2.6258159264    9.949  4.376  3.9653  1.873    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.170 -5.999 -5.979 -6.050
0.0152 0.01508 7.41497 9.9551773071 2.6258203746    9.953  4.376  3.9559  1.836    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.169 -6.033 -6.007 -6.094
0.0152 0.01508 7.41497 9.9591960907 2.6258246327    9.957  4.375  3.9463  1.798    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.168 -6.066 -6.035 -6.138
0.0152 0.01508 7.41497 9.9630393982 2.6258287011    9.961  4.375  3.9362  1.758    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.167 -6.102 -6.065 -6.183
0.0152 0.01508 7.41497 9.9667100906 2.6258325834    9.964  4.374  3.9255  1.716    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.165 -6.135 -6.093 -6.227
0.0152 0.01508 7.41497 9.9701423645 2.6258362106    9.968  4.373  3.9143  1.673    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.162 -6.164 -6.114 -6.270
0.0152 0.01508 7.41497 9.9733076096 2.6258395531    9.971  4.372  3.9028  1.628    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.160 -6.189 -6.129 -6.312
0.0152 0.01508 7.41497 9.9767761230 2.6258432130    9.974  4.370  3.8885  1.573    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.918e-03 -1.000 1.537e-02 -6.156 -6.211 -6.136 -6.361
0.0152 0.01508 7.41497 9.9791831970 2.6258457511    9.977  4.369  3.8773  1.529    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.152 -6.221 -6.131 -6.396
0.0152 0.01508 7.41497 9.9813041687 2.6258479864    9.979  4.367  3.8664  1.487    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.149 -6.228 -6.122 -6.430
0.0152 0.01508 7.41497 9.9831733704 2.6258499555    9.981  4.366  3.8556  1.445    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.145 -6.231 -6.107 -6.462
0.0152 0.01508 7.41497 9.9848213196 2.6258516908    9.983  4.364  3.8448  1.404    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.141 -6.231 -6.086 -6.492
0.0152 0.01508 7.41497 9.9862756729 2.6258532217    9.984  4.363  3.8343  1.364    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.136 -6.230 -6.064 -6.522
0.0152 0.01508 7.41497 9.9875574112 2.6258545705    9.985  4.361  3.8241  1.325    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.132 -6.226 -6.038 -6.549
0.0152 0.01508 7.41497 9.9886837006 2.6258557553    9.986  4.359  3.8141  1.287    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.128 -6.220 -6.010 -6.573
0.0152 0.01508 7.41497 9.9896745682 2.6258567975    9.987  4.357  3.8043  1.249    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.123 -6.214 -5.979 -6.598
0.0152 0.01508 7.41497 9.9907455444 2.6258579236    9.988  4.355  3.7924  1.204    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.117 -6.202 -5.938 -6.623
0.0152 0.01508 7.41497 9.9914817810 2.6258586976    9.989  4.353  3.7832  1.169    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.113 -6.193 -5.903 -6.643
0.0152 0.01508 7.41497 9.9921293259 2.6258593782    9.990  4.351  3.7744  1.136    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.839e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.108 -6.181 -5.864 -6.661
0.0152 0.01508 7.41497 9.9926967621 2.6258599746    9.990  4.349  3.7656  1.103    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.103 -6.166 -5.822 -6.676
0.0152 0.01508 7.41497 9.9931983948 2.6258605017    9.991  4.347  3.7573  1.072    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.098 -6.151 -5.785 -6.685
0.0152 0.01508 7.41497 9.9936456680 2.6258609717    9.991  4.345  3.7490  1.041    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.092 -6.135 -5.746 -6.691
0.0152 0.01508 7.41497 9.9940481186 2.6258613945    9.992  4.343  3.7409  1.011    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.087 -6.117 -5.698 -6.701
0.0152 0.01508 7.41497 9.9944171906 2.6258617822    9.992  4.340  3.7331  0.982    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.080 -6.097 -5.657 -6.700
0.0152 0.01508 7.41497 9.9947729111 2.6258621559    9.993  4.337  3.7253  0.954    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.073 -6.073 -5.614 -6.695
0.0152 0.01508 7.41497 9.9952383041 2.6258626447    9.993  4.332  3.7153  0.919    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.060 -6.038 -5.551 -6.683
0.0152 0.01508 7.41497 9.9956665039 2.6258630944    9.994  4.325  3.7067  0.891    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.044 -5.999 -5.490 -6.664
0.0152 0.01508 7.41497 9.9963121414 2.6258637724    9.994  4.315  3.6968  0.862    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.018 -5.947 -5.412 -6.632
0.0152 0.01508 7.41497 9.9971675873 2.6258646705    9.995  4.297  3.6840  0.829    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -5.973 -5.862 -5.295 -6.573
0.0152 0.01508 7.41497 9.9979877472 2.6258655315    9.996  4.282  3.6699  0.787    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -5.936 -5.782 -5.185 -6.517
0.0152 0.01508 7.41497 9.9990129471 2.6258666074    9.997  4.288  3.6502  0.703    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -5.950 -5.715 -5.063 -6.491
0.0152 0.01508 7.41497 10.0000000000 2.6258676431    9.998  4.285  3.6433  0.678    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -5.944 -5.675 -5.000 -6.467
0.0152 0.01508 7.41497 10.0083732605 2.6258764193   10.006  4.265  3.5886  0.480    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -5.892 -5.272 -4.354 -6.215
0.0152 0.01508 7.41497 10.0143070221 2.6258826284   10.012  4.310  3.5816  0.407    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.005 -5.320 -4.350 -6.291
0.0152 0.01508 7.41497 10.0146999359 2.6258830392   10.013  4.317  3.5806  0.396    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.022 -5.329 -4.351 -6.304
0.0152 0.01508 7.41497 10.0152530670 2.6258836175   10.013  4.331  3.5789  0.375    6  0.000  0.393     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.840e-01 3.007e-01 1.746e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.058 -5.346 -4.352 -6.330
0.0152 0.01508 7.41497 10.0182409286 2.6258867401   10.016  4.378  3.5731  0.305    7  0.000  0.393   173.04    88.50    58.70    43.07    35.75  4    -1e-30      0.00 6.839e-01 3.007e-01 1.745e-03 2.532e-03 5.917e-03 -1.000 1.537e-02 -6.174 -5.398 -4.345 -6.409
0.0152 0.01508 7.41497 10.0190448761 2.6258875800   10.017  4.418  3.5685  0.247    7  0.000  0.393   198.16    98.35    64.93    47.72    39.62  4    -1e-30      0.00 6.839e-01 3.007e-01 1.743e-03 2.533e-03 5.917e-03 -1.000 1.537e-02 -6.275 -5.445 -4.340 -6.479
0.0152 0.01508 7.41497 10.0200147629 2.6258885930   10.018  4.458  3.5640  0.189    7  0.000  0.389   226.90   109.30    71.81    52.86    43.90  3    -1e-30      0.00 6.839e-01 3.007e-01 1.726e-03 2.551e-03 5.917e-03 -1.000 1.537e-02 -6.376 -5.486 -4.319 -6.546
0.0152 0.01508 7.41497 10.0211296082 2.6258897571   10.019  4.495  3.5599  0.135    7  0.000  0.384   256.92   120.41    78.77    58.06    48.23  3    -1e-30      0.00 6.839e-01 3.007e-01 1.707e-03 2.574e-03 5.917e-03 -1.000 1.537e-02 -6.468 -5.524 -4.299 -6.607
0.0152 0.01508 7.41497 10.0225210190 2.6258912095   10.021  4.534  3.5556  0.080    7  0.000  0.381   292.12   133.08    86.66    63.98    53.16  3    -1e-30      0.00 6.839e-01 3.007e-01 1.693e-03 2.592e-03 5.917e-03 -1.000 1.537e-02 -6.564 -5.553 -4.250 -6.663
0.0152 0.01508 7.41497 10.0243129730 2.6258930795   10.022  4.575  3.5509  0.020    7  0.000  0.379   326.10   148.40    96.17    71.10    59.10  3    -1e-30      0.00 6.839e-01 3.007e-01 1.681e-03 2.609e-03 5.913e-03 -1.000 1.533e-02 -6.668 -5.583 -4.192 -6.723
0.0152 0.01508 7.41497 10.0263662338 2.6258952211   10.025  4.616  3.5462 -0.040    7  0.000  0.378   356.96   165.24   106.56    78.92    65.61  3    -1e-30      0.00 6.838e-01 3.009e-01 1.671e-03 2.635e-03 5.898e-03 -1.000 1.531e-02 -6.770 -5.599 -4.102 -6.771
0.0152 0.01508 7.41497 10.0287504196 2.6258977066   10.027  4.656  3.5415 -0.099    7  0.000  0.377   390.63   183.93   118.05    87.56    72.81  3    -1e-30      0.00 6.835e-01 3.012e-01 1.665e-03 2.656e-03 5.883e-03 -1.000 1.537e-02 -6.870 -5.610 -3.999 -6.816
0.0152 0.01508 7.41497 10.0303573608 2.6258993811   10.029  4.687  3.5379 -0.144    7  0.000  0.377   418.22   199.48   127.56    94.73    78.79  3    -1e-30      0.00 6.831e-01 3.016e-01 1.662e-03 2.668e-03 5.873e-03 -1.000 1.534e-02 -6.947 -5.615 -3.908 -6.844
0.0152 0.01508 7.41497 10.0360898972 2.6259053496   10.034  4.733  3.5330 -0.209    7  0.000  0.377   461.70   224.37   142.72   106.17    88.33  2    -1e-30      0.00 6.810e-01 3.037e-01 1.656e-03 2.699e-03 5.848e-03 -1.000 1.535e-02 -7.062 -5.621 -3.772 -6.885
0.0152 0.01508 7.41497 10.0476684570 2.6259173808   10.046  4.776  3.5286 -0.270    7  0.000  0.378   506.58   250.52   158.57   118.14    98.32  2    -1e-30      0.00 6.755e-01 3.091e-01 1.643e-03 2.756e-03 5.800e-03 -1.000 1.537e-02 -7.170 -5.624 -3.639 -6.919
0.0152 0.01508 7.41497 10.0621557236 2.6259323896   10.061  4.807  3.5251 -0.315    7  0.000  0.378   542.47   271.73   171.38   127.83   106.41  2    -1e-30      0.00 6.703e-01 3.144e-01 1.631e-03 2.809e-03 5.756e-03 -1.000 1.533e-02 -7.249 -5.608 -3.508 -6.926
0.0152 0.01508 7.41497 10.0799980164 2.6259508061   10.078  4.803  3.5262 -0.305    7  0.000  0.378   534.74   267.11   168.59   125.72   104.65  2    -1e-30      0.00 6.665e-01 3.182e-01 1.624e-03 2.845e-03 5.726e-03 -1.000 1.533e-02 -7.237 -5.627 -3.563 -6.937
#isochrone terminated
